P_NAME,P_DETECTION,P_MASS,P_MASS_ORIGIN,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,S_NAME,S_TYPE,S_MAG,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_AGE,S_LOG_LUM,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,S_CONSTELLATION
Kepler-276 d,9,0.043048283885980226,1,0.14172231176606032,0.5471520696548012,0.6114588348579683,0.0,Kepler-276,60,0.6891528760708776,0.7966542750929371,0.6300000000000001,0.40845070422535207,0.5,0.013605442176870748,0.6426133593369088,0.5862068965517242,0.4174784391720715,0.19510625854033586,0.8461486329804873,0.6613646356624494,0.45934523647591163,0.6114750530153604,0.5821377493375669,0.6114588311165992,0.01718447399106937,0.23682831989246092,0.0,2,0.19999999999999996,193416.37,+39 02 10.72,0.17761419860574243,0.3706887801274213,0.3823098340033551,0.1469119467135035,0.0,0.0,2.0,0,Cygnus
Kepler-245 b,9,0.0188005711565921,0,0.12848261570343078,0.08114970756739225,0.1463649494463168,0.0,Kepler-245,60,0.6934762943649233,0.5442379182156134,0.39,0.24647887323943668,0.5416666666666667,0.2333333333333333,0.4929302779132131,0.7011494252873556,0.27370748262869354,0.09193312105247872,0.40193361830145596,0.36531684581648893,0.08794792266515387,0.14640058116014126,0.13931612847566266,0.14636494122643176,0.12217891673218388,0.5087784377271688,0.0,2,0.3999999999999999,192633.36,+42 26 10.85,0.08304753275473342,0.22932220815349935,0.10430834694592055,0.5089893588487958,0.0,0.0,2.0,0,Lyra
Kepler-212 c,9,0.02096885081178275,0,0.13826847801059178,0.3564520129650205,0.4737602311025517,0.0,Kepler-212,60,0.5327116479540255,0.8237918215613385,0.7,0.7112676056338028,0.6333333333333334,0.15646258503401358,0.8727450024378351,0.26436781609195403,0.2809694904900737,0.09623802550002684,0.39279023183812617,0.33449949133083906,0.2705265915116091,0.47378219695884627,0.45103321148404246,0.47376022603524526,0.0861691488990424,0.4496333498898628,0.0,2,0.19999999999999996,191029,+43 08 29.85,0.544224197876689,0.7134349073915868,0.44358431738845,0.5691639227811441,0.0,0.0,2.0,0,Lyra
Kepler-229 d,9,0.03749537257390661,0,0.2021644024867603,0.4627657378056256,0.5050553683196919,0.0,Kepler-229,60,0.7383068163677966,0.5516728624535316,0.33000000000000007,0.1971830985915493,0.6944444444444444,0.061224489795918366,0.4236957581667479,0.7816091954022983,0.3227518645681688,0.12288031352543843,0.34793945613946675,0.20814706558170934,0.4041767049131346,0.5050760278807813,0.48082969735984343,0.5050553635537348,0.008410162048431098,0.16901641764407757,0.0,2,0.3999999999999999,190759.87,+48 22 32.83,0.05738403269114797,0.1790333274170663,0.10546112228052655,0.21751229633078817,0.0,0.0,2.0,0,Draco
Kepler-216 c,9,0.02501454333915067,0,0.1555376467879346,0.19342736854085485,0.30284063553201734,0.0,Kepler-216,60,0.5942372159846752,0.9126394052044611,0.6400000000000001,0.5704225352112675,0.26527777777777783,0.005442176870748298,0.9385665529010239,0.3793103448275863,0.2930036584521017,0.10358419002648396,0.3780669380894266,0.2894834848794444,0.18666778170253046,0.30286973576981646,0.28829855785466774,0.3028406288188794,0.2741950474839904,0.6676520988410669,0.0,2,0.0,193454.74,+46 07 44.81,0.7459101315382111,0.8509090172288064,0.6608039010677346,0.0868002538900593,0.0,0.0,2.0,0,Cygnus
Kepler-224 c,9,0.02615156803638479,0,0.16014275846189271,0.0634281417428621,0.11506981222917673,0.0,Kepler-224,60,0.7104373969031024,0.5137546468401488,0.35,0.1619718309859155,0.09722222222222227,0.14217687074829932,0.4353973671379815,0.7931034482758621,0.2961417056240735,0.1055433256952825,0.37461958106610715,0.2792583168745584,0.08015687241770551,0.11510675023820624,0.10951964259986167,0.11506980370794224,0.13964420328004645,0.5328429089488643,0.0,2,0.3999999999999999,192344.22,+47 21 27.15,0.06115420410722212,0.18696610641370764,0.08807977665908222,0.3799951597195762,0.0,0.0,2.0,0,Cygnus
Kepler-232 b,9,0.02556983447035803,0,0.15784020262491366,0.04651505831006302,0.10544053923928745,0.0,Kepler-232,60,0.6947400627893365,0.821933085501859,0.5,0.36619718309859156,0.513888888888889,0.08163265306122447,0.7113603120429058,0.6321839080459775,0.2945086125727552,0.10452151155380317,0.37614085684018156,0.2841687556937732,0.0678060061066689,0.10547787918530316,0.10035149309961522,0.10544053062533008,0.5957396350068042,0.8538853555895609,0.0,2,0.19999999999999996,194315.88,+51 07 18.21,0.2491823213808262,0.4543734624443354,0.4126319420927693,0.3458739823797755,0.0,0.0,2.0,0,Cygnus
Kepler-245 d,9,0.05706277434026126,1,0.15496200782868982,0.4070847314478308,0.4617236398651902,0.0,Kepler-245,60,0.6934762943649233,0.5442379182156134,0.39,0.24647887323943668,0.5416666666666667,0.2333333333333333,0.4929302779132131,0.7011494252873556,0.4669716056348932,0.23937005110165244,0.9677497712886841,0.6925245261708873,0.41717668271755765,0.46174610814271744,0.43957302460873443,0.4617236346819801,0.014368188741613339,0.21847311125887628,0.0,2,0.3999999999999999,192633.36,+42 26 10.85,0.08304753275473342,0.22932220815349935,0.10430834694592055,0.5089893588487958,0.0,0.0,2.0,0,Lyra
Kepler-228 c,9,0.020440002115394786,0,0.13596592217361272,0.043154839459361855,0.1006259027443428,0.0,Kepler-228,60,0.7171553237907733,0.8947955390334572,0.48,0.39436619718309857,0.4305555555555556,0.006802721088435373,0.7401267674305216,0.5977011494252871,0.2792086626104399,0.09518535533575191,0.3946447644195674,0.3411744134097232,0.05926428795291942,0.1006634436588516,0.09576741834949198,0.10062589408402399,0.7361263290565644,0.9112938673519677,0.0,2,0.0,194508.66,+48 13 28.68,0.2867470798104338,0.4936276153423679,0.5767822985007159,0.04581471970614892,0.0,0.0,2.0,0,Cygnus
Kepler-230 b,9,0.04437040562695013,0,0.2257655998157955,0.3657406384728313,0.43524313914299473,0.0,Kepler-230,60,0.6747193103815252,0.7256505576208179,0.37,0.26056338028169007,0.2777777777777778,0.10884353741496597,0.5065821550463189,0.6896551724137927,0.33533055082438834,0.13152630790452638,0.3336027074015897,0.17921003768302926,0.36343159447006157,0.43526671274723394,0.41436061348305664,0.4352431337047966,0.01730093526487544,0.23753955962454207,0.0,2,0.19999999999999996,190252.46,+48 30 20.89,0.08917566274891406,0.24024609852708334,0.24911302370060714,0.33802822791817333,0.0,0.0,2.0,0,Draco
Kepler-257 b,9,0.019302977418160665,0,0.13078517154040983,0.023320639829925906,0.05729417428984113,0.0,Kepler-257,60,0.7005267918905977,0.5739776951672864,0.38,0.41549295774647893,0.5277777777777778,0.9387755102040816,0.5017064846416383,0.47126436781609193,0.27545178079794425,0.09295833467238304,0.3997368964392139,0.35766866169488604,0.03354383699282534,0.05733352392078771,0.0545107455983829,0.05729416521226928,0.558271831843521,0.8368646149179206,0.0,2,0.3999999999999999,194915.84,+46 01 23.75,0.08694155520806948,0.23630422809177404,0.12028910146005731,0.8696374642405446,0.0,0.0,2.0,0,Cygnus
Kepler-257 d,9,0.05732719868845523,0,0.2654846880036841,0.27560351337829125,0.36061627347135294,0.0,Kepler-257,60,0.7005267918905977,0.5739776951672864,0.38,0.41549295774647893,0.5277777777777778,0.9387755102040816,0.5017064846416383,0.47126436781609193,0.3560930024007316,0.14643039331271734,0.31577405481765625,0.14396180215412535,0.3286379367516067,0.360642962087235,0.3433074548561465,0.3606162673145524,0.024418516563988704,0.2756745360316045,0.0,2,0.3999999999999999,194915.84,+46 01 23.75,0.08694155520806948,0.23630422809177404,0.12028910146005731,0.8696374642405446,0.0,0.0,2.0,0,Cygnus
Kepler-258 b,9,0.040932889100428374,0,0.21425282063090026,0.14576659220007085,0.2233991333654309,0.0,Kepler-258,60,0.689751503219284,0.48550185873605955,0.35,0.3309859154929578,0.8930555555555555,0.9183673469387753,0.40565577766942956,0.5632183908045985,0.3291798629095095,0.12726246807285285,0.3400848922721484,0.19233536482235022,0.18400745785496686,0.22343154958336597,0.21266132447763442,0.22339912588732908,0.03787717910165009,0.3297795484707352,0.0,2,0.3999999999999999,193616.42,+46 34 44.89,0.05196492572336922,0.16722509473982816,0.0763746252283335,0.8415139625707099,0.0,0.0,2.0,0,Cygnus
Kepler-259 c,9,0.020440002115394786,0,0.13596592217361272,0.4144195981041119,0.49783341357727495,0.0,Kepler-259,60,0.6823019209280052,0.8557620817843867,0.4600000000000001,0.3169014084507042,0.4305555555555556,0.013605442176870748,0.6114090687469527,0.666666666666667,0.2792086626104399,0.09518535533575191,0.3946447644195674,0.3411744134097232,0.30572011061125587,0.497854374591104,0.47395358523465864,0.4978334087417756,0.022214062976934502,0.26483641837458705,0.0,2,0.19999999999999996,191250.87,+46 36 54.17,0.1520479164991955,0.3369617325323838,0.4768873065107926,0.08728590641958622,0.0,0.0,2.0,0,Lyra
Kepler-254 b,9,0.037759796922100596,0,0.20331568040524983,0.06231469235646282,0.1295137217140106,0.0,Kepler-254,60,0.7244718778268506,0.8628252788104089,0.4600000000000001,0.32394366197183094,0.6944444444444444,0.006802721088435373,0.6250609458800584,0.6551724137931032,0.32309131054157725,0.1231098358800138,0.346517677453806,0.20620763769185022,0.09930321424158171,0.12955005681756088,0.12327186685023138,0.1295137133318605,0.28171657869993233,0.6735533379821268,0.0,2,0.19999999999999996,191239.52,+45 48 59.13,0.16277120442231097,0.3514120428051991,0.49296116454117495,0.03878622053318581,0.0,0.0,2.0,0,Lyra
Kepler-265 e,9,0.01903855306996668,0,0.12963389362192032,0.7643486235039846,0.7433798748194512,0.0,Kepler-265,60,0.68842122066727,0.8174721189591079,0.51,0.45774647887323944,0.2777777777777778,0.005442176870748298,0.6884446611409069,0.43678160919540243,0.2744763162126823,0.09238432055096144,0.40051557703378426,0.3612082679175563,0.43860658504715655,0.7433905864401328,0.7077413974909436,0.7433798723483858,0.014513087443851718,0.21947721055267558,0.0,2,0.19999999999999996,192202.51,+41 14 41.07,0.22270314458777565,0.42495629528160506,0.4054678144047204,0.044686323283726015,0.0,0.0,2.0,0,Lyra
Kepler-293 b,9,0.02543762229626104,0,0.15726456366566888,0.21434568139618568,0.32209918151179584,0.0,Kepler-293,60,0.6872239663704571,0.8059479553903346,0.47,0.3591549295774647,0.5277777777777778,0.020408163265306117,0.5724037055095076,0.6321839080459775,0.29418088556747635,0.10431704172997122,0.3767453319827078,0.2855671927665198,0.21229622853464408,0.3221274778756226,0.3066348568551606,0.3220991749841037,0.0426950148452951,0.3456742852526886,0.0,2,0.19999999999999996,190525.93,+42 24 23.37,0.12495856757049903,0.29815174776985637,0.37864488427916465,0.13037981753760397,0.0,0.0,2.0,0,Lyra
Kepler-275 d,9,0.029298217779893172,0,0.17223117660603268,0.40027948948468484,0.5146846413095811,0.0,Kepler-275,60,0.6763821635715428,0.9401486988847583,0.69,0.6549295774647885,0.47222222222222227,0.0074829931972789105,0.9049244271087274,0.32183908045977105,0.3045180160921522,0.11086097675122027,0.3670478210853124,0.2556713247180752,0.33189831723647406,0.5147048989336844,0.4899978468600899,0.514684636636347,0.08565876754844139,0.44867219308953543,0.0,2,0.0,192955.13,+38 30 53.65,0.6350180608377932,0.7779778095173712,0.762639147440386,0.12009798906464375,0.0,0.0,2.0,0,Cygnus
Kepler-293 c,9,0.03696652387751864,0,0.20101312456827078,0.6095125608415382,0.6639383726528647,0.0,Kepler-293,60,0.6872239663704571,0.8059479553903346,0.47,0.3591549295774647,0.5277777777777778,0.020408163265306117,0.5724037055095076,0.6321839080459775,0.32109693074701956,0.12176433654033507,0.3463383169424668,0.2084763272205306,0.49958144780001035,0.6639524002536823,0.6321041641139101,0.6639383694168354,0.010205201701324811,0.18595943277725022,0.0,2,0.19999999999999996,190525.93,+42 24 23.37,0.12495856757049903,0.29815174776985637,0.37864488427916465,0.13037981753760397,0.0,0.0,2.0,0,Lyra
Kepler-302 b,9,0.040932889100428374,0,0.21425282063090026,0.3380977212981647,0.44005777563793935,0.0,Kepler-302,60,0.7033203852498273,0.7821561338289964,0.55,0.5422535211267605,0.5555555555555556,0.020408163265306117,0.7098976109215017,0.39080459770114917,0.3291798629095095,0.12726246807285285,0.3400848922721484,0.19233536482235022,0.3337261342448023,0.4400811482736855,0.4189446882331799,0.4400577702461027,0.04555187410804409,0.35448467223247226,0.0,2,0.19999999999999996,193716.06,+43 37 45.28,0.24740519480673429,0.4524478441440939,0.3479824608898403,0.1601620588376803,0.0,0.0,2.0,0,Cygnus
TOI-1136 c,9,0.022793378814321225,0,0.14626985954409394,0.06718995236389502,0.13644768415984593,0.7452229299363058,TOI-1136,60,0.2935933592295004,0.7933085501858739,0.55,0.36619718309859156,0.5694444444444445,0.03401360544217686,0.6757679180887372,0.5977011494252871,0.286546949600992,0.09960981036520139,0.3854413392915153,0.31209749957543775,0.07080756067747274,0.117647243612893,0.14780897729613213,0.13672441633822258,0.33018325352599653,0.7066383558473376,0.0,2,0.19999999999999996,124844.38,+64 51 18.99,0.20924040995868676,0.40935394947845616,0.3667869440647396,0.22412136674808913,0.0,0.0,2.0,0,Draco
Kepler-498 b,9,0.024882331165053676,0,0.15496200782868982,0.10519339827014933,0.19138180067404914,0.0,Kepler-498,60,0.6138588836268823,0.7836431226765801,0.51,0.3591549295774647,0.41666666666666674,0.25102040816326526,0.7698683568990736,0.5977011494252871,0.29266513614120593,0.10337392686840387,0.3786606587116991,0.29091059131673325,0.12256393198868958,0.1914155533324632,0.1821772273893149,0.19138179288764365,0.2841832804262775,0.6754629861702219,0.0,2,0.19999999999999996,192125.96,+44 31 07.40,0.33134158353985876,0.537115587948038,0.34569204153982813,0.5915141699520478,0.0,0.0,2.0,0,Cygnus
Kepler-461 b,9,0.01893278333068909,0,0.12905825466267556,0.09047470153570329,0.17308618199325954,0.0,Kepler-461,60,0.554528281807056,0.7427509293680297,0.51,0.32394366197183094,0.5277777777777778,0.1571428571428571,0.8059483178937104,0.6436781609195403,0.27420541369490203,0.09222521209412089,0.40156009870338705,0.3635232250086104,0.0995310492450684,0.17312069833194735,0.16475774333884663,0.17308617403068055,0.4025951181373504,0.7552966413396199,0.0,2,0.19999999999999996,192859.77,+46 09 53.25,0.39456117351394915,0.5941403043714851,0.2848651790761856,0.4830552510890286,0.0,0.0,2.0,0,Cygnus
Kepler-489 b,9,0.12184673964778678,0,0.424936679714483,0.1919512422369426,0.26649012999518534,0.0,Kepler-489,60,0.6053450752939926,0.5122676579925651,0.35,0.21830985915492956,0.47222222222222227,0.21156462585034014,0.4334470989761092,0.735632183908046,0.42342492069977283,0.2001876661613461,0.2659507533630318,0.0716979010335684,0.3227777738280759,0.2665207475451073,0.2536887934912373,0.26649012293201846,0.031204446440820183,0.3051047298936366,0.0,2,0.3999999999999999,192319.98,+38 11 03.07,0.06051128626850335,0.18562871183252772,0.08742487599224173,0.4641318768342878,0.0,0.0,2.0,0,Lyra
Kepler-335 c,9,0.02543762229626104,0,0.15726456366566888,0.7645008522488635,0.8324506499759268,0.0,Kepler-335,60,0.5980285212579153,0.833085501858736,0.55,0.9859154929577465,0.8583333333333334,0.28367346938775506,0.9678205753291077,0.08045977011494188,0.29418088556747635,0.10431704172997122,0.3767453319827078,0.2855671927665198,0.5356106264779575,0.8324576436794864,0.7925467803682232,0.8324506483625482,0.04525536184989956,0.35358950298101377,0.0,2,0.19999999999999996,194415.43,+45 25 42.95,0.8577486167258163,0.919211684361241,0.44233025030468337,0.6427548149799006,0.0,0.0,2.0,0,Cygnus
Kepler-357 d,9,0.03062033952086308,0,0.17798756619848033,0.5567972806658636,0.5676456427539721,0.0,Kepler-357,60,0.706047464481456,0.5204460966542752,0.32000000000000006,0.2676056338028168,0.7222222222222222,0.9251700680272108,0.41491955143832276,0.6321839080459775,0.30706944135372966,0.11250623288867076,0.3603741213179211,0.24360679160703516,0.4251345341737712,0.5676636897246514,0.5404226691114455,0.5676456385907138,0.00626052225479098,0.1451009055385896,0.0,2,0.3999999999999999,192458.31,+44 00 31.08,0.05469002872124746,0.17322594301952898,0.0898653763966163,0.8215549604786471,0.0,0.0,2.0,0,Cygnus
Kepler-472 b,9,0.027711671690729283,0,0.16589914805434033,0.04362824311622352,0.09171882522869525,0.0,Kepler-472,60,0.5838610120789656,0.5055762081784387,0.38,0.23239436619718307,0.6944444444444444,0.1693877551020408,0.43588493417844953,0.735632183908046,0.30067825481211286,0.10840740319799586,0.3722434986925259,0.2684314869573757,0.06439039180531714,0.09175673793491626,0.08728688006176401,0.09171881648260775,0.2021983741119464,0.6039394997598584,0.0,2,0.3999999999999999,194605.88,+39 14 59.46,0.061315862255011754,0.18730142432669022,0.08564239469656681,0.4325734489396732,0.0,0.0,2.0,0,Cygnus
Kepler-355 c,9,0.020572214289491776,0,0.13654156113285745,0.28803252335148755,0.40635532017332693,0.0,Kepler-355,60,0.6732559995743097,0.9472118959107809,0.52,0.4366197183098592,0.6666666666666667,0.23945578231292516,0.7810823988298391,0.5632183908045985,0.27965463766031035,0.09545143562713447,0.39419009707776576,0.3394940563289414,0.24414534555098258,0.4063800995885246,0.3868561649823172,0.4063553144569601,0.07463592396609658,0.42679260858139223,0.0,2,0.0,190311.88,+42 48 42.27,0.3498501887061718,0.5543220084551316,0.7472514395404091,0.5852683279478704,0.0,0.0,2.0,0,Lyra
K2-371 b,9,0.2964264635887673,3,0.7302555836979047,0.03161128108635233,0.07455061627347136,0.0,K2-371,60,0.6233704038737828,0.4791821561338292,0.49,0.20422535211267606,0.3236111111111112,0.2571428571428571,0.43393466601657726,0.8390804597701145,0.517798232878515,0.28948885609735,0.21595268206625085,0.026308954161254387,0.13024261538227977,0.07458924560058085,0.07094081670700883,0.07455060736206649,0.27607043774566026,0.6691347109111621,0.0,0,0.3999999999999999,83216.1,+11 37 50.56,0.060671460347500754,0.18596247112410313,0.07835615900949759,0.6243073808953675,0.0,0.0,2.0,0,Cancer
Kepler-358 c,9,0.02242318472684965,0,0.14460050656228413,0.9416262715133779,0.8926336061627348,0.0,Kepler-358,60,0.6914808705369022,0.8446096654275093,0.47,0.35211267605633795,0.5208333333333334,0.013605442176870748,0.6187225743539737,0.6321839080459775,0.2855130826047722,0.09898050393035368,0.3872568978470784,0.31679554825118456,0.5658098247483188,0.8926380877601306,0.8498477147447637,0.8926336051288744,0.006909092238160811,0.15283139747529798,0.0,2,0.19999999999999996,193255.26,+48 16 53.00,0.1577064967464819,0.34464501520727436,0.4541952525447728,0.09098583143049443,0.0,0.0,2.0,0,Cygnus
Kepler-721 b,9,0.019673171505632237,0,0.13251208841814413,0.057393592758363685,0.11579200770341841,0.0,Kepler-721,60,0.7212126855744161,0.5349442379182157,0.35,0.23239436619718307,0.45833333333333337,0.31972789115646255,0.5095075572891272,0.7241379310344831,0.27666518469506535,0.09367479506605426,0.39787227594001395,0.35191475786954024,0.07178000062752,0.11582891556717395,0.11020725381238015,0.11579199918913814,0.1964640495818123,0.598171303658128,0.0,2,0.3999999999999999,185743.32,+44 28 49.36,0.09054102894005323,0.2426330882466114,0.09791807974702832,0.5595900596318123,0.0,0.0,2.0,0,Lyra
Kepler-449 c,9,0.021286160029615527,0,0.13965001151277917,0.37759676112483875,0.4518536350505537,0.3184713375796179,Kepler-449,60,0.42090139945724486,0.7483940520446097,0.55,0.7183098591549295,0.2430555555555556,0.6510204081632652,0.8303266699171136,0.16091954022988464,0.2819971420073019,0.09685500036074732,0.3916338098296849,0.33055463083416303,0.25770052143967137,0.4280570955463727,0.45285538119721647,0.4520026187000733,0.07717251511170133,0.4317314637260852,0.0,2,0.19999999999999996,193455.87,+41 54 02.29,0.44379964454591986,0.6355145525558372,0.29662060841280896,0.8711237317248651,0.0,0.0,2.0,0,Cygnus
TOI-3082 b,9,0.03432228039557883,0,0.19134239005295878,0.018160374097979586,0.03894893837265287,0.0,TOI-3082,60,0.5197413930718886,0.2330855018587361,0.19000000000000006,0.1619718309859155,0.7083333333333334,0.2571428571428571,0.26621160409556316,0.7701149425287355,0.31575498633386473,0.11819624533985709,0.35300791043848845,0.2227332818229095,0.034683441194318,0.038989053754954,0.03704402036557722,0.03894892911842973,0.3046060811371568,0.6908157613302678,0.0,2,0.3999999999999999,130337.94,-191308.34,0.022569471305338894,0.09110029124789272,0.0167651407667034,0.43961777822142023,0.0,0.0,2.0,0,Virgo
K2-348 c,9,0.02006980802792321,0,0.13423900529587843,0.13844048902824768,0.21450277082330285,0.0,K2-348,60,0.4956632788804342,0.5356877323420075,0.36,0.28169014084507044,0.6527777777777778,0.2571428571428571,0.4968308142369576,0.6321839080459775,0.2780604538923385,0.09450196875209577,0.3965938212348092,0.34674364172866573,0.13510086134786103,0.21453555838569474,0.20419098804826286,0.21450276325953552,0.0632203069712352,0.4014401904323469,0.0,2,0.3999999999999999,84330.8,+24 25 22.64,0.08475829992565465,0.23240747974620196,0.09870954698122296,0.5498339774136837,0.0,0.0,2.0,0,Cancer
TOI-763 c,9,0.0245914643820403,1,0.13193644945889937,0.13531019276008696,0.21882522869523352,0.25477707006369427,TOI-763,56,0.34221518650561383,0.674349442379182,0.45000000000000007,0.3169014084507042,0.48611111111111116,0.2571428571428571,0.6109215017064846,0.5747126436781613,0.31543586093573517,0.11798474292968185,0.5209989562782534,0.45003894907135433,0.13669014314739075,0.209123047198752,0.21757545260976652,0.21887392122170363,0.1051684777968436,0.4825286020285775,0.0,2,0.19999999999999996,125752.34,-394529.02,0.1516775817895664,0.3364542259194455,0.20117251823090174,0.6021496181694809,0.0,0.0,2.0,0,Centaurus
Kepler-714 b,9,0.17869797450949282,0,0.5371862767672116,0.0880415880099591,0.17573423206547906,0.0,Kepler-714,60,0.6857606555632418,0.8769516728624538,0.6200000000000001,0.47183098591549305,0.5277777777777778,0.227891156462585,0.9102876645538761,0.4827586206896557,0.46197359080692707,0.23469678404772018,0.24347075743730628,0.04834743526559155,0.2244050982380485,0.1757686378714957,0.16727898445141437,0.17573422412839887,0.6421566049948313,0.8738933349868316,0.0,0,0.19999999999999996,185047.87,+43 16 21.88,0.6515376473857916,0.789219872968459,0.55575972598603,0.622968526978653,0.0,0.0,2.0,0,Lyra
Kepler-702 b,9,0.1633613623142419,0,0.5084043288049735,0.11552548304094225,0.18728935965334617,0.0,Kepler-702,60,0.6862262544564466,0.6628252788104092,0.43000000000000005,0.2887323943661972,0.47222222222222227,0.2904761904761904,0.6084836665041443,0.666666666666667,0.4527441625505779,0.2261870701538182,0.2488083058315364,0.05329190736535961,0.24721288717088993,0.1873232831349794,0.17828076385171016,0.18728935182753345,0.13736340160616214,0.5298324940171149,0.0,0,0.19999999999999996,193530.74,+41 39 42.21,0.14983864420832446,0.3339253821690984,0.18890275041457585,0.5834910698830867,0.0,0.0,2.0,0,Cygnus
Kepler-711 b,9,0.0303559151726691,0,0.1768362882799908,0.26342739899792617,0.3194511314395763,0.0,Kepler-711,60,0.6993960517213857,0.5895910780669147,0.37,0.24647887323943668,0.41666666666666674,0.28367346938775506,0.4427108727450024,0.7011494252873556,0.30657256865081695,0.11218490091507832,0.3617072596478046,0.2459621226543036,0.2336109346291725,0.3194795383360743,0.3041136157425929,0.3194511248863854,0.023125921894197394,0.26941000002332605,0.0,2,0.3999999999999999,194950.41,+42 50 23.34,0.06361858507520035,0.19203655512717283,0.12931330166312668,0.5430210857049002,0.0,0.0,2.0,0,Cygnus
Kepler-673 b,9,0.09196678830186683,0,0.35701128252360115,0.038561223576268636,0.08497833413577276,0.0,Kepler-673,60,0.6965359442345556,0.6390334572490708,0.41000000000000003,0.2746478873239437,0.47222222222222227,0.2904761904761904,0.5182837640175524,0.6781609195402298,0.39707848664601547,0.1781654894012277,0.28377716616258186,0.09392436981425026,0.09626681051309341,0.08501652819788408,0.08086917541159147,0.08497832532477924,0.3367889348774026,0.7135155249807417,0.0,2,0.19999999999999996,192308.58,+50 03 14.60,0.09475215658624558,0.24989382865802118,0.1671342793155085,0.5720565122440707,0.0,0.0,2.0,0,Cygnus
Kepler-694 b,9,0.021762123856364692,0,0.14172231176606032,0.06841946243993773,0.13408762638420801,0.0,Kepler-694,60,0.6760495929335393,0.7672862453531599,0.5,0.35211267605633795,0.47222222222222227,0.26326530612244897,0.6479765967820575,0.5977011494252871,0.28349978697167366,0.09776063631127278,0.38984335996810265,0.32472297179982806,0.08119831987316341,0.13412377056768984,0.12762673786284845,0.13408761804610128,0.2961170770148066,0.6845306065549449,0.0,2,0.19999999999999996,192435.89,+40 25 13.64,0.18240048993764574,0.3767400498096437,0.3188563625995205,0.5978730693488724,0.0,0.0,2.0,0,Lyra
Kepler-715 b,9,0.035644402136548736,0,0.19640801289431267,0.10964054281385047,0.20004814636494944,0.0,Kepler-715,60,0.670728462725483,0.8308550185873607,0.5700000000000001,0.41549295774647893,0.5,0.2571428571428571,0.7664553876157971,0.5402298850574709,0.318300734919583,0.11989013704314058,0.3488269084851654,0.21472737783959672,0.1435010957429135,0.20008153728007597,0.19042856193953672,0.20004813866199458,0.2584010048307162,0.6548550671641113,0.0,2,0.19999999999999996,185431.39,+43 22 45.71,0.3259003644051219,0.5319686498890166,0.4406081381778719,0.6283265694757899,0.0,0.0,2.0,0,Lyra
Kepler-693 b,9,0.1950922840975197,0,0.5665438636886945,0.17043130598347964,0.24530572941742904,0.0,Kepler-693,60,0.7721359016655138,0.462825278810409,0.29000000000000004,0.19014084507042256,0.33333333333333337,0.2904761904761904,0.4778156996587031,0.7586206896551726,0.47130631532094386,0.24346012137929407,0.23867417918790573,0.043935882863722,0.36107811517770666,0.24533723122872053,0.2335188645906951,0.24530572215027177,0.04511643490731814,0.35316859347530216,0.0,0,0.3999999999999999,185300.85,+40 21 29.58,0.07670812678809732,0.21763167087526925,0.0661347363341277,0.49952775813031625,0.0,0.0,2.0,0,Lyra
Kepler-530 b,9,0.0245914643820403,0,0.1538107299102003,0.4414175613186046,0.5079441502166587,0.0,Kepler-530,60,0.5575214175490875,0.766171003717472,0.5,0.30985915492957744,0.36111111111111116,0.1074829931972789,0.6216479765967821,0.666666666666667,0.2917987407043158,0.10283672462889096,0.3793511700162554,0.29345220438298736,0.32800025301870095,0.5079646891966523,0.48358014220991746,0.5079441454785184,0.022445980842924543,0.26601233448181705,0.0,2,0.19999999999999996,185321.67,+48 32 56.62,0.1600252236912385,0.347755672846146,0.31717840671738934,0.39873762832065907,0.0,0.0,2.0,0,Draco
Kepler-525 b,9,0.019540959331535247,0,0.13193644945889937,0.2078902881491434,0.3115069812229177,0.0,Kepler-525,60,0.5649044857127654,0.7200743494423794,0.48,0.4929577464788732,0.625,0.6986394557823129,0.9419795221843004,0.39080459770114917,0.27619165371356674,0.09339487645960907,0.3982840140811334,0.353653334966309,0.1858301746280709,0.3115357197174292,0.29654989240488955,0.31150697459323035,0.2644346195405306,0.6598110374779955,0.0,2,0.19999999999999996,194444.02,+47 21 31.60,0.758175983008211,0.8586367011310333,0.25305710928132064,0.8491185671000289,0.0,0.0,2.0,0,Cygnus
