P_NAME,P_DETECTION,P_MASS,P_MASS_ORIGIN,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,S_NAME,S_TYPE,S_MAG,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_AGE,S_LOG_LUM,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,S_CONSTELLATION
Kepler-1896 b,9,0.02586070125337141,0,0.15893391664747872,0.5043785776373335,0.5842561386615311,0.0,Kepler-1896,60,0.7132975043899326,0.9241635687732344,0.6000000000000001,0.3873239436619718,0.33333333333333337,0.2571428571428571,0.7708434909800097,0.5977011494252871,0.29538659227699177,0.10507025305872675,0.3756817899219124,0.2819961539776655,0.371280231811482,0.5842734922909093,0.5562377269993707,0.5842561346582199,0.035192154348652756,0.3202667182251381,0.0,2,0.0,191842.86,+40 14 58.73,0.332912406229995,0.5385937844905871,0.6887927158776428,0.6822280553215986,0.0,0.0,2.0,0,Lyra
Kepler-1897 b,9,0.02194722090010048,0,0.14252820630900298,0.2705735676800791,0.3476167549350024,0.0,Kepler-1897,60,0.7243388495716492,0.5684014869888476,0.39,0.21830985915492956,0.5,0.27210884353741494,0.49585568015602144,0.7471264367816088,0.2840719766553075,0.09810656710036067,0.38913027305904685,0.32248306179655273,0.22447258449174237,0.34764398616581577,0.33093045303081375,0.34761674865302594,0.025476054316454593,0.28062333052742605,0.0,2,0.3999999999999999,193709.63,+39 07 36.74,0.08432764972881576,0.23163348783817467,0.11752348769522908,0.5448576202687331,0.0,0.0,2.0,0,Cygnus
Kepler-1113 b,9,0.021894336030461686,0,0.1422979507253051,0.4752835148565348,0.5568127106403467,0.0,Kepler-1113,60,0.6533682754216996,0.8531598513011152,0.6500000000000001,0.5070422535211268,0.7222222222222222,0.227891156462585,0.7250121891760117,0.4597701149425282,0.2839091618944793,0.09800808380407704,0.3893349200250323,0.3231214348163758,0.32842820243883636,0.5568312097901355,0.5301085009236682,0.5568127063727751,0.030985276148099664,0.3042312098791792,0.0,2,0.19999999999999996,191737.61,+39 20 19.73,0.2663743651491515,0.47267033345341225,0.5016945115004018,0.6372570665882119,0.0,0.0,2.0,0,Lyra
Kepler-1116 b,9,0.018430377069120523,0,0.1267556988256965,0.46845940988937484,0.5363505055368321,0.0,Kepler-1116,60,0.6853615707976375,0.7453531598513012,0.48,0.33802816901408456,0.48611111111111116,0.31972789115646255,0.6143344709897611,0.6091954022988508,0.2724137970648457,0.09117634433449857,0.4036892715127957,0.3712989845894014,0.3154508596841114,0.5363698588027165,0.5106261832356446,0.5363505010722244,0.01943613526804385,0.2500099604289232,0.0,2,0.19999999999999996,192744.08,+44 06 55.80,0.1542879236715351,0.3400191437674335,0.28535171547590416,0.6354194259905778,0.0,0.0,2.0,0,Cygnus
K2-75 c,9,0.02136548733407372,0,0.13999539488832605,0.20366650376473747,0.3194511314395763,0.0,K2-75,60,0.5110280423561966,0.8769516728624538,0.69,0.7816901408450703,0.8888888888888888,0.2571428571428571,0.856167723061921,0.19540229885057503,0.28225078358187655,0.09700757396364344,0.3913398825695269,0.32957552108564425,0.1830952800502196,0.3194795383360743,0.3041136157425929,0.3194511248863854,0.16797575431960254,0.5674889014404293,0.0,2,0.19999999999999996,223522.78,-72811.62,0.5025675319938641,0.6820510132890012,0.5675689939762052,0.7267292561977986,0.0,0.0,2.0,0,Aquarius
TOI-1288 b,9,0.11100534137183353,1,0.28217821782178215,0.026911721016668822,0.07871930669234474,0.40764331210191085,TOI-1288,57,0.3541877294737403,0.5907063197026023,0.42000000000000004,0.39436619718309857,0.5694444444444445,0.8095238095238094,0.6045831301803998,0.3333333333333339,0.4979835167690843,0.26938820065760083,0.6019719168368058,0.2476970001820968,0.08898202842754412,0.07214850492278439,0.08120289605340045,0.07877224437912607,0.5712086895999106,0.842030454490367,0.0,2,0.19999999999999996,205240.09,+65 36 31.62,0.14694002654392616,0.3299093992858787,0.13269760648741527,0.8533815324430128,0.0,0.0,2.0,0,Cepheus
K2-8 b,9,0.03300015865460892,0,0.18662215058715173,0.1135564843314276,0.18151179585941263,0.0,K2-8,181,0.6439232693024,0.458736059479554,0.31000000000000005,0.20422535211267606,0.4444444444444445,0.2571428571428571,0.41638225255972694,0.6551724137931032,0.3127628201099887,0.11622046441614105,0.3556319778282678,0.22981369685766886,0.14095935603883292,0.18154596050323754,0.17277987415156226,0.18151178797796616,0.05812383798110759,0.38901381879884656,0.0,2,0.3999999999999999,111910.44,-1703.98,0.05513131016397133,0.1741855082888461,0.06538410990940677,0.5191178979495793,0.0,0.0,2.0,0,Leo
Kepler-1991 c,9,0.0188005711565921,0,0.12848261570343078,0.2543815355963964,0.34328358208955223,0.0,Kepler-1991,60,0.6603522588197734,0.6847583643122679,0.44000000000000006,0.4225352112676057,0.6944444444444444,0.013605442176870748,0.6333495855680156,0.4597701149425282,0.27370748262869354,0.09193312105247872,0.40193361830145596,0.36531684581648893,0.20540811099696893,0.3433109941920094,0.3268047857557029,0.34328357576585045,0.050718335917843936,0.3694340933477065,0.0,2,0.19999999999999996,190008.65,+45 04 15.57,0.1696272129033354,0.36041541936365007,0.21066181786894278,0.07980573069293573,0.0,0.0,2.0,0,Lyra
Kepler-210 c,9,0.033793431699190864,0,0.18892470642413078,0.08661072838674794,0.14395763119884453,0.0,Kepler-210,219,0.5990262331719258,0.3431226765799258,0.30000000000000004,0.14084507042253525,0.8569444444444445,0.1074829931972789,0.29644076060458313,0.8160919540229887,0.31503624219821963,0.11772014567769185,0.3562800398859381,0.22742001147000412,0.11364061482339098,0.1439933633969155,0.1370240911006011,0.14395762295577877,0.04920405384976278,0.3651735216322951,0.0,2,0.6000000000000001,193000.82,+43 04 59.59,0.027409578452797137,0.10554417220740343,0.03501261967632057,0.29891918376917526,0.0,0.0,2.0,0,Cygnus
Kepler-1118 b,9,0.02096885081178275,0,0.13826847801059178,0.4341949102882436,0.4759268175252769,0.0,Kepler-1118,60,0.6729899430639068,0.7628252788104088,0.49,0.36619718309859156,0.47222222222222227,0.26326530612244897,0.6567528035104827,0.5862068965517242,0.2809694904900737,0.09623802550002684,0.39279023183812617,0.33449949133083906,0.2915110463518093,0.47594869294574943,0.4530960451215979,0.47592681247883306,0.0302700801859589,0.3013489666742363,0.0,2,0.19999999999999996,195951.76,+44 09 39.17,0.19049887240865407,0.3868088999620282,0.31109352380935795,0.5925400854300508,0.0,0.0,2.0,0,Cygnus
Kepler-178 b,9,0.0230842455973346,0,0.14747870135850794,0.10477379719958665,0.18006740491092926,0.0,Kepler-178,60,0.6489118288724525,0.7583643122676582,0.47,0.4366197183098592,0.7222222222222222,0.7551020408163265,0.5845928815212091,0.43678160919540243,0.2874454423101976,0.10015831146876225,0.38456928990746936,0.3090694161390825,0.11375391500559708,0.1801016298453021,0.1714046517265253,0.18006739701557437,0.1314868119977345,0.5219005545717638,0.0,2,0.19999999999999996,190824.25,+46 53 47.05,0.13289444221852953,0.3098981421427655,0.30240879332154674,0.8657118392070179,0.0,0.0,2.0,0,Lyra
Kepler-178 c,9,0.022819821249140622,0,0.1463274234400184,0.229048928809517,0.3172845450168512,0.0,Kepler-178,60,0.6489118288724525,0.7583643122676582,0.47,0.4366197183098592,0.7222222222222222,0.7551020408163265,0.5845928815212091,0.43678160919540243,0.2866819005426877,0.09969209534994611,0.385655496453097,0.3121356886745399,0.20105647859826584,0.31731304234917107,0.3020507821050374,0.3172845384427976,0.046581739132144855,0.3575608779870081,0.0,2,0.19999999999999996,190824.25,+46 53 47.05,0.13289444221852953,0.3098981421427655,0.30240879332154674,0.8657118392070179,0.0,0.0,2.0,0,Lyra
Kepler-159 c,9,0.0303559151726691,0,0.1768362882799908,0.489949296675459,0.5002407318247473,0.0,Kepler-159,219,0.6828340339488108,0.3676579925650558,0.16000000000000003,0.147887323943662,0.08333333333333337,0.1571428571428571,0.31838127742564604,0.8045977011494259,0.30657256865081695,0.11218490091507832,0.3617072596478046,0.2459621226543036,0.40426101312421775,0.5002615923543299,0.47624562260972025,0.5002407270124287,0.004893472188709248,0.1268814847415831,0.0,2,0.6000000000000001,194816.85,+40 52 07.44,0.03138150764703592,0.11669254302915343,0.03703832642801526,0.28698466428832525,0.0,0.0,2.0,0,Cygnus
Kepler-218 c,9,0.026389549949759374,0,0.16129403638038223,0.5024467048522858,0.5724602792489167,0.0,Kepler-218,60,0.5929734475602619,0.6936802973977696,0.55,0.42957746478873243,0.9027777777777778,0.41496598639455773,0.6903949293027791,0.5057471264367814,0.2965965709256284,0.10582880400648248,0.37293121026660275,0.2762396889122597,0.37249602794195175,0.572478125251103,0.5450067438615688,0.5724602751320199,0.024789582062993285,0.2774283677943252,0.0,2,0.19999999999999996,194139.09,+46 15 59.69,0.22484679950987216,0.4273983822678761,0.22866333014152573,0.7427945008552407,0.0,0.0,2.0,0,Cygnus
Kepler-219 b,9,0.023771748902638955,0,0.15035689615473175,0.04826198081265648,0.11266249398170439,0.0,Kepler-219,60,0.5788724525089131,0.7992565055762082,0.7,0.732394366197183,0.9736111111111112,0.25850340136054417,0.7903461725987323,0.2413793103448274,0.28948842984448486,0.10141096847934458,0.3823057744752216,0.30190217598429725,0.06505780976259894,0.11269953247498046,0.10722760522480006,0.1126624854372892,0.776666930126597,0.9263290797750587,0.0,2,0.19999999999999996,191457.35,+46 45 45.33,0.3658967741312422,0.5688837211930236,0.3952248293697891,0.6928439405661676,0.0,0.0,2.0,0,Cygnus
Kepler-223 b,9,0.01951451689671585,1,0.1526594519917108,0.07995293714465501,0.15743861338468948,0.4968152866242038,Kepler-223,60,0.7030543287394244,0.8055762081784388,0.6500000000000001,0.8943661971830985,0.7361111111111112,0.4761904761904761,0.8668941979522184,0.5862068965517242,0.25591889721269384,0.08179554118167473,0.2900464470842496,0.2338523960493021,0.0784616174309531,0.1432789011647901,0.16337518639420945,0.15757728846968982,0.6355699832717399,0.8698923948609862,0.0,2,0.19999999999999996,195316.41,+47 16 46.14,0.5291480743497907,0.7022177039519432,0.4011679142361913,0.8356292751662783,0.0,0.0,2.0,0,Cygnus
Kepler-223 c,9,0.013432756888254271,1,0.17856320515772506,0.10781889292440681,0.19595570534424653,0.9554140127388535,Kepler-223,60,0.7030543287394244,0.8055762081784388,0.6500000000000001,0.8943661971830985,0.7361111111111112,0.4761904761904761,0.8668941979522184,0.5862068965517242,0.1874941129744358,0.048194937290309416,0.11372785179880016,0.09472894803581472,0.07718052506133816,0.16291409501587006,0.21802469193527857,0.19658050983707762,0.43628909946144456,0.7705726090162504,0.0,2,0.19999999999999996,195316.41,+47 16 46.14,0.5291480743497907,0.7022177039519432,0.4011679142361913,0.8356292751662783,0.0,0.0,2.0,0,Cygnus
Kepler-1624 b,9,0.07292823523190016,0,0.30865760994704117,0.03359721234238735,0.05416466056812712,0.0,Kepler-1624,60,0.7633826424732615,0.0,0.030000000000000027,0.014084507042253502,0.5555555555555556,0.2904761904761904,0.04095563139931746,0.9540229885057476,0.3766284446716159,0.1619470112353204,0.29971703612887757,0.11653155453675038,0.07383946679218988,0.054204140828594205,0.05153109701080279,0.05416465146042032,0.06777604736127367,0.41193503981094215,0.0,2,0.6000000000000001,193019.17,+37 22 34.54,0.001914479660064479,0.01057179195287665,0.0,0.31087205649841876,0.0,0.0,2.0,0,Cygnus
K2-110 b,9,0.0419905864932043,1,0.1297490214137693,0.15331326570874687,0.22116032739528166,0.8280254777070064,K2-110,181,0.4566194859788219,0.5107806691449814,0.27,0.18309859154929575,0.0,0.5306122448979591,0.4095563139931741,0.7586206896551726,0.4297900907472826,0.20569850172080661,0.9739277987727938,0.8178993201630741,0.16379078684014142,0.1892512238415469,0.24094300285225717,0.22168229871624745,0.039662078569293505,0.33411164416905625,0.0,2,0.3999999999999999,134923.94,-121705.71,0.053097822157171425,0.16973578055078176,0.08360152131554399,0.6329350321275168,0.0,0.0,2.0,0,Virgo
Kepler-233 c,9,0.020572214289491776,0,0.13654156113285745,0.6804267223640829,0.666345690900337,0.0,Kepler-233,60,0.6888868195604747,0.6408921933085503,0.38,0.21830985915492956,0.34722222222222227,0.027210884353741492,0.5260848366650415,0.7586206896551726,0.27965463766031035,0.09545143562713447,0.39419009707776576,0.3394940563289414,0.4240093223363462,0.666359618016908,0.6343962014889718,0.6663456876874885,0.00797572212781315,0.1645485153733611,0.0,2,0.19999999999999996,194527.96,+51 19 10.04,0.09864475222652982,0.2564753413429589,0.16661591919803292,0.1269743740263446,0.0,0.0,2.0,0,Cygnus
Kepler-223 e,9,0.012639483843672326,1,0.24533732443011738,0.21968386624282352,0.3257101588830043,0.3248407643312102,Kepler-223,60,0.7030543287394244,0.8055762081784388,0.6500000000000001,0.8943661971830985,0.7361111111111112,0.4761904761904761,0.8668941979522184,0.5862068965517242,0.14975949742845335,0.033327982041887645,0.023010762608364016,0.024987883980455712,0.14718797788662058,0.30787554510844445,0.32708097625939775,0.3258241389101987,0.17068069368343158,0.5701839457258593,0.0,2,0.19999999999999996,195316.41,+47 16 46.14,0.5291480743497907,0.7022177039519432,0.4011679142361913,0.8356292751662783,0.0,0.0,2.0,0,Cygnus
Kepler-194 c,9,0.01903855306996668,0,0.12963389362192032,0.19231056774437866,0.2908040442946558,0.0,Kepler-194,60,0.6550976427393178,0.9118959107806694,0.6200000000000001,0.4014084507042253,0.6944444444444444,0.15646258503401358,0.7069722086786933,0.5402298850574709,0.2744763162126823,0.09238432055096144,0.40051557703378426,0.3612082679175563,0.163166044770391,0.29083364695368763,0.27683837097935965,0.29080403746561423,0.09846150416650631,0.4715995500818282,0.0,2,0.0,192753.14,+47 51 50.58,0.24388756243013632,0.4486164799665521,0.6544867704367359,0.533749204346934,0.0,0.0,2.0,0,Cygnus
Kepler-175 b,9,0.01866835898249511,0,0.12790697674418605,0.13111883553264148,0.22821376986037553,0.0,Kepler-175,60,0.6721252594050977,0.9026022304832715,0.6500000000000001,0.39436619718309857,0.6111111111111112,0.21700680272108844,0.7805948317893711,0.5977011494252871,0.2732048755210147,0.09163874450492335,0.40229833874659,0.3671173883985797,0.12503112300960878,0.22824598510981753,0.21724539922775765,0.22821376242863514,0.21798250884507642,0.6192094626070135,0.0,2,0.0,191812.78,+43 52 34.02,0.3490249044634608,0.553564401554647,0.6324201331804079,0.6251138177908856,0.0,0.0,2.0,0,Cygnus
Kepler-175 c,9,0.02586070125337141,0,0.15899148054340317,0.3817017516088156,0.4882041405873857,0.0,Kepler-175,60,0.6721252594050977,0.9026022304832715,0.6500000000000001,0.39436619718309857,0.6111111111111112,0.21700680272108844,0.7805948317893711,0.5977011494252871,0.2953314034418594,0.10503571313899254,0.3753892847470773,0.28170372278730516,0.30496363696168804,0.4882255035382009,0.46478543573441217,0.48820413565916354,0.05234429351824098,0.3739056116311804,0.0,2,0.0,191812.78,+43 52 34.02,0.3490249044634608,0.553564401554647,0.6324201331804079,0.6251138177908856,0.0,0.0,2.0,0,Cygnus
Kepler-222 d,9,0.03485112909196679,0,0.1929541791388441,0.3142960069318936,0.40876263842079924,0.0,Kepler-222,60,0.6842308306284257,0.6680297397769519,0.41000000000000003,0.29577464788732394,0.5416666666666667,0.03401360544217686,0.5212091662603608,0.6896551724137927,0.31714454036934075,0.11911935609929819,0.3530223223844318,0.22089733170350215,0.30864011286176773,0.4087873173517504,0.3891482023573788,0.40876263272761315,0.021044351209566024,0.2587663788866973,0.0,2,0.19999999999999996,191137.46,+46 56 15.89,0.09619509972522253,0.2523477027186839,0.19218326576273195,0.1678023675206538,0.0,0.0,2.0,0,Lyra
Kepler-182 b,9,0.01893278333068909,0,0.12905825466267556,0.10759416729195186,0.20654790563312472,0.0,Kepler-182,60,0.653301761294099,0.9717472118959107,0.69,0.4929577464788732,0.5722222222222223,0.1965986394557823,0.8537298878595807,0.5172413793103452,0.27420541369490203,0.09222521209412089,0.40156009870338705,0.3635232250086104,0.11188515648367543,0.2065810252407856,0.1966170628522031,0.2065478979927578,0.3689189463768798,0.7346123926134377,0.0,2,0.0,191919.23,+50 35 10.33,0.49671198741900274,0.6775384731082283,0.8837363847453193,0.6192293377677917,0.0,0.0,2.0,0,Cygnus
Kepler-192 c,9,0.021629911682267702,0,0.14114667280681556,0.23664166156208796,0.33654309099662977,0.0,Kepler-192,60,0.6111318043952536,0.6851301115241637,0.47,0.39436619718309857,0.9680555555555556,0.020408163265306117,0.6401755241345685,0.5517241379310338,0.2830869675574145,0.09751141458869296,0.39034708925354117,0.3263325138059767,0.2093015232710865,0.33657078445497723,0.3203870811055303,0.33654308460802196,0.054413082677228504,0.37944905286742736,0.0,2,0.19999999999999996,191140.31,+45 35 34.38,0.17547836710801976,0.36796343318316677,0.2134131458992231,0.13037981753760397,0.0,0.0,2.0,0,Lyra
Kepler-204 b,9,0.018298164895023533,0,0.12618005986645175,0.15939589384105143,0.25710158883004336,0.0,Kepler-204,60,0.5891156281594212,0.808921933085502,0.56,0.556338028169014,0.48611111111111116,0.21088435374149658,0.7006338371526085,0.36781609195402254,0.2718980277663612,0.09087548710795378,0.40403159411409556,0.37312626872093557,0.14475978088313576,0.2571325982685268,0.244749847728497,0.2571015816764716,0.11997409892875056,0.5055615540877145,0.0,2,0.19999999999999996,190123.32,+41 45 42.64,0.23643073511122434,0.4404054675659653,0.3961063931840385,0.5749279488105438,0.0,0.0,2.0,0,Lyra
Kepler-287 c,9,0.028240520387117243,0,0.16820170389131933,0.5041713223621377,0.5676456427539721,0.0,Kepler-287,202,0.653966902570106,0.8066914498141267,0.5,0.40845070422535207,0.6347222222222223,0.5034013605442176,0.6206728425158459,0.5172413793103452,0.3018133783112847,0.10912992780069011,0.3696304613520317,0.2632332069837504,0.384865487329526,0.5676636897246514,0.5404226691114455,0.5676456385907138,0.017903350699244987,0.24116481850786994,0.0,2,0.3999999999999999,192342.58,+48 26 36.45,0.15924875340259756,0.34671640357462036,0.38405361539838934,0.7675210616486648,0.0,0.0,2.0,0,Cygnus
Kepler-289 d,9,0.010524089058120472,1,0.13481464425512318,0.7443349988897888,0.7698603755416467,0.0,Kepler-289,60,0.600090459213537,0.8750929368029743,0.6100000000000001,0.3873239436619718,0.5416666666666667,0.030612244897959176,0.7157484154071184,0.5977011494252871,0.18828134283680203,0.0485328264845175,0.1696961128097624,0.17048385607840563,0.35763970414773044,0.7698699818356163,0.7329538086166213,0.7698603733255693,0.015480358024974772,0.22600397306122957,0.0,2,0.19999999999999996,194951.68,+42 52 58.27,0.254587927445009,0.4601903933979916,0.5492284673031765,0.23200728406210824,0.0,0.0,2.0,0,Cygnus
Kepler-1642 c,9,0.019937595853826217,0,0.13366336633663367,0.07165242507976555,0.1386615310544054,0.0,Kepler-1642,60,0.6118634597988615,0.6390334572490708,0.41000000000000003,0.2746478873239437,0.45833333333333337,0.2904761904761904,0.4885421745490005,0.6781609195402298,0.2775995270555442,0.0942283175107548,0.3970269795361034,0.34845984699021526,0.08439009704993619,0.1386974843178188,0.1319816088754655,0.13866152276034205,0.13129758615587941,0.5216407918314758,0.0,2,0.19999999999999996,194850.91,+43 38 37.64,0.08116021636304879,0.22588509726089828,0.1671342793155085,0.5720565122440707,0.0,0.0,2.0,0,Cygnus
Kepler-171 c,9,0.01866835898249511,0,0.12790697674418605,0.12613640965906728,0.21136254212806935,0.0,Kepler-171,60,0.6638775075826107,0.745724907063197,0.44000000000000006,0.2746478873239437,0.625,0.22244897959183674,0.6474890297415895,0.7126436781609202,0.2732048755210147,0.09163874450492335,0.40229833874659,0.3671173883985797,0.12506256221175432,0.21139546076723714,0.20120113760232633,0.2113625345340639,0.1331378727490761,0.5241553352521121,0.0,2,0.19999999999999996,194705.26,+41 45 20.14,0.1819603444488122,0.37618675869287,0.28167821698380424,0.5255904423195078,0.0,0.0,2.0,0,Cygnus
Gaia-2 b,9,0.6865667407054842,1,0.8335252129864149,0.03813993434610305,0.08786711603273953,0.0,Gaia-2,60,0.4095274836375246,0.7747211895910779,0.53,0.42957746478873243,0.5,0.2571428571428571,0.7137981472452463,0.4827586206896557,0.7587265358716546,0.5913366784658362,0.4477479634627174,0.05298178250442014,0.2013273054980946,0.087905189513755,0.08361962026166542,0.08786710724956288,0.8060604882857121,0.9368664781949605,0.0,0,0.19999999999999996,72256.48,+67 15 09.56,0.25217159778463816,0.457597646169951,0.3337138424620502,0.6458579310642313,0.0,0.0,2.0,0,Camelopardalis
Kepler-531 b,9,0.021497699508170712,0,0.14057103384757078,0.3347095476113827,0.3832450649975927,0.0,Kepler-531,60,0.5617783217155325,0.4672862453531599,0.31000000000000005,0.2112676056338028,0.4305555555555556,0.5142857142857142,0.41686981960019504,0.7241379310344831,0.28267062667982584,0.09726040170666411,0.3908459745608489,0.327950042474678,0.2545527209308834,0.38327080906155725,0.3648526061817257,0.38324505905869094,0.014259265512223456,0.21771356122163935,0.0,2,0.3999999999999999,190605.92,+48 41 00.77,0.05527908264958933,0.17450609722953103,0.06832364649892585,0.6527835345300986,0.0,0.0,2.0,0,Draco
Kepler-550 b,9,0.04727907345708393,0,0.2349758231637117,0.09371652276757225,0.1552720269619644,0.0,Kepler-550,60,0.6322832969722769,0.6267657992565057,0.4,0.2676056338028168,0.4444444444444445,0.3047619047619047,0.49878108239882984,0.6896551724137927,0.3404375385858812,0.13511918414690757,0.3293791850971146,0.17001469932390706,0.1327829661174016,0.15530728688407663,0.14779666676339065,0.15527201882784805,0.11340851070155382,0.4957138398419798,0.0,2,0.19999999999999996,195048.04,+47 51 49.34,0.08562557323817516,0.23396078235780848,0.15687875175131175,0.577910507210511,0.0,0.0,2.0,0,Cygnus
Kepler-977 b,9,0.019435189592257655,0,0.13136081049965462,0.3003850622988072,0.36543090996629757,0.0,Kepler-977,60,0.6407971053051669,0.6241635687732343,0.4,0.2676056338028168,0.45833333333333337,0.2972789115646258,0.4539249146757679,0.6896551724137927,0.27593283578032735,0.09324205568348085,0.3993355572970176,0.3559096589381407,0.22507552195355318,0.36545739761368656,0.34789152960626973,0.36543090385585847,0.018824131374506805,0.2465405835463307,0.0,2,0.19999999999999996,192603.89,+42 14 53.06,0.06756654930672032,0.19998332275094344,0.1549131967324272,0.571870836819644,0.0,0.0,2.0,0,Lyra
Kepler-359 b,9,0.03220688561002697,0,0.18374395579092792,0.28577856420678416,0.40394800192585456,0.0,Kepler-359,60,0.7107034534135053,0.9710037174721191,0.6699999999999999,0.4507042253521127,0.5833333333333334,0.19183673469387755,0.6387128230131643,0.5517241379310338,0.3109287150043493,0.11501746213773226,0.3572983196373185,0.23433125613979847,0.27066437135308286,0.4039728818252989,0.38456412760725556,0.40394799618630706,0.03813061814309334,0.3306516164593444,0.0,2,0.0,193310.47,+42 11 46.86,0.17420862258387565,0.36633574536490354,0.8755448066602176,0.6042240882548612,0.0,0.0,2.0,0,Cygnus
Kepler-517 b,9,0.02006980802792321,0,0.13423900529587843,0.6861939556345542,0.6728454501685124,0.0,Kepler-517,60,0.4823604533602938,0.7635687732342009,0.48,0.3732394366197183,0.38888888888888895,0.41564625850340126,0.6767430521696733,0.5517241379310338,0.2780604538923385,0.09450196875209577,0.3965938212348092,0.34674364172866573,0.4084201888081505,0.6728591059776177,0.6405847024016382,0.6728454470182518,0.01677318110164791,0.23428858616533563,0.0,2,0.19999999999999996,193442.12,+41 17 42.74,0.21024763233245145,0.410537625023355,0.3110761846779241,0.703616709792768,0.0,0.0,2.0,0,Cygnus
Kepler-980 b,9,0.02006980802792321,0,0.13423900529587843,0.1271278269582739,0.21738083774675016,0.0,Kepler-980,60,0.6053450752939926,0.8546468401486988,0.5800000000000001,0.42957746478873243,0.48611111111111116,0.227891156462585,0.8137493905411994,0.5287356321839081,0.2780604538923385,0.09450196875209577,0.3965938212348092,0.34674364172866573,0.12528442979304788,0.21741350517530156,0.2069312310399804,0.21738083021069649,0.2785002085484776,0.6710444340425267,0.0,2,0.19999999999999996,193827.12,+45 03 36.63,0.40970513364212147,0.6071218477612645,0.49429309975003016,0.6035033344154032,0.0,0.0,2.0,0,Cygnus
TOI-1246 c,9,0.023216457771431595,1,0.12502878194796221,0.06319196923342145,0.12229176697159366,0.0,TOI-1246,138,0.433139998935774,0.5631970260223049,0.4,0.2887323943661972,0.7083333333333334,0.2571428571428571,0.5319356411506582,0.5172413793103452,0.31350126904590414,0.11670654919969597,0.5429429771338457,0.4905842329674509,0.07929028807020719,0.12232840352788354,0.11639575472504653,0.12229175851990136,0.19952093617132108,0.6012616643227067,0.0,2,0.3999999999999999,164427.81,+70 25 47.97,0.1016597685210143,0.26149166692806053,0.11502258652871832,0.5735298875218925,0.0,0.0,2.0,0,Draco
HD 63935 c,8,0.029298217779893172,1,0.14747870135850794,0.23866722663898193,0.3298595089070775,0.0,HD 63935,60,0.23013888149843026,0.7055762081784387,0.4600000000000001,0.3591549295774647,0.5694444444444445,0.44897959183673464,0.6382252559726962,0.49425287356321856,0.32966470875678844,0.12759605713000943,0.5087480911837554,0.39752391630658074,0.22964182722132437,0.32988748134586776,0.31402356021890426,0.32985950245411166,0.05599049301220916,0.383572094315243,0.0,2,0.19999999999999996,75141.91,+09 23 06.87,0.17378731881410628,0.3657944361501974,0.2344457167555075,0.712516790975649,0.0,0.0,2.0,0,Canis Minor
K2-87 b,9,0.11867364746945899,0,0.4180290122035459,0.10647128640354558,0.2017332691381801,0.0,K2-87,60,0.5996913744479329,0.784758364312268,0.69,0.6690140845070423,0.9277777777777778,0.2571428571428571,0.6382252559726962,0.29885057471264354,0.42091377097234184,0.1980339442120647,0.26765897558483925,0.07361452562482904,0.21605740949408084,0.20176658971433403,0.19203298810207986,0.2017332614514517,0.1385488564721895,0.5314017779784842,0.0,2,0.19999999999999996,42456.73,+18 49 38.50,0.17378731881410628,0.3657944361501974,0.36804625191492035,0.7267292561977986,0.0,0.0,2.0,0,Taurus
HD 213885 c,8,0.052699772595060555,3,0.25166935298180976,0.050520989717137935,0.11217621569571498,0.0,HD 213885,56,0.18823498110998776,0.8706319702602232,0.6000000000000001,0.45774647887323944,0.41666666666666674,0.24489795918367344,0.7537786445636275,0.49425287356321856,0.3492256101049233,0.14141346743187164,0.3218485011620659,0.1549950735281852,0.0930275658733337,0.11221327448680887,0.10676461367503763,0.11217620714661729,0.6580138144972484,0.8804800989505965,0.0,2,0.19999999999999996,223556.09,-595153.38,0.3064408100969789,0.5132105048744912,0.5361788660107242,0.6311138092191236,0.0,0.0,2.0,0,Tucana
Kepler-547 b,9,0.03987519170765244,0,0.21079898687543172,0.06439485711178221,0.11506981222917673,0.0,Kepler-547,60,0.6225722343425746,0.44312267657992566,0.31000000000000005,0.1971830985915493,0.48611111111111116,0.182312925170068,0.4154071184787908,0.7586206896551726,0.327069621198518,0.12581552274404004,0.3416053814552786,0.196309858591118,0.09679591949786957,0.11510675023820624,0.10951964259986167,0.11506980370794224,0.12698949129759246,0.5156498549646323,0.0,2,0.3999999999999999,190428.46,+44 20 42.74,0.054836784344915214,0.1735454409252289,0.060306992931102615,0.4089203285141597,0.0,0.0,2.0,0,Lyra
